作品名称,slug,年份／媒介,女女关系位置,女女恋爱位置,女女关系最高明确度,明确女女交往,明确女女欲望,接受未确认方向,女女关系主线,官方字面百合／GL,官方女女恋爱表述,官方来源层级,官方来源位置,男性恋爱线,内容提示,Bangumi 条目状态,Bangumi Rank,Bangumi 百合标签比例
球咏,tamayomi_tv_2020,2020 TV,主线,局部,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,运动压力、停部经历、触身球与其他棒球伤害风险、战术责任和比赛失利。,有精确条目,8068,0.10453216374269006
一杆青空,sora_iro_utility_short_2021,2021 TV 特别篇,主线,缺席,非恋爱,否,否,否,是,所核未见,所核未见,范围内版本,访谈／评论、出版渠道、可见宣传,无,运动失败与自我怀疑、户外活动、短篇信息密度有限；已复核角色对白未见明确恋爱或身份明示，未作画面复核。,有精确条目,8070,0.04375614552605703
我，不是说了能力要平均值么！,noukin_tv_2019,2019 TV,主线,缺席,非恋爱,否,否,否,是,所核未见,是,范围内版本,故事／角色页、可见宣传,副线,异世界战斗、失踪儿童与救援、泳装／洗澡等服务性内容、男性婚约压力。,有精确条目,8140,0.08673567184205482
ICE,ice_ova_2007,2007 OVA,主线,主线,明确欲望,否,是,是,是,所核未见,所核未见,—,—,未知,末世、战争与枪战、身体恐怖、性化和强迫性情节、生殖实验、死亡与牺牲；不同关系的同意和相互性不能由身体接触自动推出。,有精确条目,8185,0.16587677725118483
如果烧陶的话也做个马克杯吧,yakunara_mug_cup_tv_2021,2021 TV 短篇,主线,局部,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本、原作,出版渠道、故事／角色页、可见宣传,无,亡母记忆、陶艺比赛与创作压力；第 1 话含恋爱双关但随后指向陶艺部；真人外景部分不在范围。,有精确条目,8189,0.05128205128205128
花园里的吸血鬼,vampire_in_the_garden_web_2022,2022 WEB,主线,主线,明确欲望,否,是,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,副线,战争、吸血、死亡、悲剧性告别、年龄与权力差异。,有精确条目,8201,0.11171366594360087
极限之心,extreme_hearts_tv_2022,2022 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,竞技受伤、比赛与舞台压力、家庭与经济困难、过劳和失利后的情绪低落,有精确条目,8226,0.07652173913043478
八月的灰姑娘棒球队,hachigatsu_no_cinderella_nine_tv_2019,2019 TV,主线,局部,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,训练与比赛压力、运动受伤风险、队内责任、失败和自我怀疑。,有精确条目,8258,0.09447771124417831
音乐少女,ongaku_shoujo_movie_2015,2015 剧场动画,主线,缺席,非恋爱,否,否,否,是,所核未见,所核未见,—,—,无,一名角色未经许可查看另一名角色的电脑内容，并反复贴近、催促；对方明确要求停止；怯场、公开演出压力与短期离别冲突。,有精确条目,8260,0.12093628088426528
邪神与厨二病少女【世纪末篇】,jashin_chan_dropkick_seikimatsu_special_tv_2023,2023 TV 特别篇,主线,缺席,非恋爱,否,否,否,是,所核未见,所核未见,范围内版本,出版渠道、可见宣传,无,末世化喜剧、反复谋杀企图与惩罚、独裁戏仿、强制性同居、地方宣传与夸张暴力笑料。,有精确条目,8313,0.0626486915146709
斯特拉女子学院高等科C3部,stella_jogakuin_koutouka_c3bu_tv_2013,2013 TV,主线,未知,未知,否,否,否,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,未知,生存游戏枪械与比赛受伤、团队冲突和心理失衡、泳装／洗浴等服务性演出。,有精确条目,8343,0.07345651194231635
和机器人啪啪啪能算在经验次数里吗？？,android_wa_keiken_ninzuu_ni_hairimasu_ka_tv_2026,2026 TV,主线,局部,明显但未确认,否,否,是,是,是,是,范围内版本、原作,访谈／评论、出版渠道、故事／角色页,无,成人性内容、裸露、买主与成人用机器人之间的所有权框架、身体接触；第 1–8 话为字幕文本复核，未回看视频。,有精确条目,8368,0.10863298437262935
魔法少女育成计划,mahou_shoujo_ikusei_keikaku_tv_2016,2016 TV,主线,重要副线,明确交往,是,是,是,是,所核未见,是,范围内版本,出版渠道、可见宣传,副线,死亡游戏、血腥暴力、未成年人受害、背叛与操控、自杀、家庭暴力、怀孕角色死亡。,有精确条目,8376,0.045027816411682894
绯弹的亚里亚AA,hidan_no_aria_aa_tv_2015,2015 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,副线,枪械战斗、校园训练、身体检查与泳池服务性笑料、占有欲和竞争、战姊妹制度的前后辈权力差、男性角色的局部恋爱玩笑。,有精确条目,8401,0.09795280068239977
苍之彼方的四重奏,aokana_tv_2016,2016 TV,主线,重要副线,明确欲望,否,是,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,无,飞行运动的坠落与受伤风险、竞技压力、比赛服与泳装展示、改编压缩造成的角色背景跳跃。,有精确条目,8443,0.044539755856153086
我们的七日战争,bokura_no_nanokakan_sensou_movie_2019,2019 剧场动画,主线,重要副线,明确欲望,否,是,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,副线,家长控制与搬家压力、未成年角色参与危险逃避行动、移民拘留风险、网络曝光与中伤、关系秘密被公开、男性单恋与女女告白。,有精确条目,8460,0.0596514745308311
闪乱神乐,senran_kagura_tv_2013,2013 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,无,高度性化服务、衣物破坏与战斗暴露、胸部触碰笑料、暴力与死亡威胁、操控／药物／人偶化暗示,有精确条目,8478,0.05337078651685393
战国乙女～桃色Paradox～,sengoku_otome_tv_2011,2011 TV,主线,主线,明确欲望,否,是,是,是,所核未见,所核未见,范围内版本,可见宣传,副线,战斗、权力争夺、操纵、背叛、性化笑料、梦境与剧中剧边界,有精确条目,8486,0.13123644251626898
魔法少女俺,mahou_shoujo_ore_tv_2018,2018 TV,重要副线,重要副线,明确欲望,否,是,是,否,所核未见,是,范围内版本,故事／角色页、可见宣传,并行,男性化变身外形、性别表现混淆、偶像压力、绑架威胁、魔法战斗与身体笑料。,有精确条目,8502,0.04874482086278333
精灵使的剑舞,seirei_tsukai_no_blade_dance_tv_2014,2014 TV,局部,未知,未知,否,否,否,否,所核未见,所核未见,范围内版本,故事／角色页,主导,围绕男性主角的亲密、竞争和性暗示台词；精灵契约、魔法战斗、控制与伤害。,有精确条目,8516,0.00918299725456783
因为太怕痛就全点防御力了。2,bofuri_tv_2023_s2,2023 TV,局部,缺席,非恋爱,否,否,否,否,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,VRMMO 战斗、怪物与触手、变身和吞食式喜剧、竞技冲突、团队分散与危险任务。,有精确条目,8555,0.05694508537148131
临时女友,girlfriend_beta_tv_2014,2014 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,无,校园日常、社团与比赛、泳装及身体笑料、英语字幕中的恋爱词汇与摄影语境并置。,有精确条目,8557,0.08990744821507272
蔚蓝反射 澪,blue_reflection_ray_tv_2021,2021 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,所核未见,—,—,无,精神痛苦、情绪操纵、家庭分离、失去与哀恸、战斗伤害。,有精确条目,8567,0.12287234042553191
开阔天空！光之美少女,hirogaru_sky_precure_tv_2023,2023 TV,主线,局部,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,儿童向战斗、异世界危机、绑架与救援、家庭分离、身份与责任压力、部分服务性演出。,有精确条目,8597,0.07288246881155613
歌声是千层派,utagoe_wa_mille_feuille_tv_2025,2025 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,社团冲突、沟通障碍、舞台压力、成员去留与大学组合竞争；爱莉—玲音未确认交往,有精确条目,8611,0.07004643962848298
最近，妹妹的样子有点怪？,saikin_imouto_no_yousu_tv_2014,2014 TV,主线,缺席,非恋爱,否,否,否,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,主导,继兄妹恋爱语境、幽灵附身与共用身体、非对等身体边界、性化台词和笑料、性化服饰／装置。,有精确条目,8621,0.02538844318066416
青春CUP,chuu_bra_tv_2010,2010 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,可见宣传,副线,未成年角色的内衣与身体话题、偷窥／偷拍笑料、身体羞辱、接触边界和青春期羞耻,有精确条目,8644,0.06941838649155722
机战少女 Alice Expansion,alice_gear_aegis_expansion_tv_2023,2023 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,失踪与救援、成年人研究机构的危险实验、科幻战斗、角色对亲近举动的恋爱式误解笑料、职场压力。,有精确条目,8649,0.06198034769463341
熊熊勇闯异世界 Punch!,kuma_kuma_kuma_bear_punch_tv_2023,2023 TV,主线,缺席,非恋爱,否,否,否,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,未知,异世界战斗、绑架和营救、儿童角色的危险处境；第 9 话采用英语配音对齐 ASS，未作视听复核。,有精确条目,8667,0.09386733416770963
任性HighSpec,wagamama_high_spec_tv_2016,2016 TV,主线,缺席,非恋爱,否,否,否,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,副线,脱衣、内衣、胸部与性暗示笑料，强迫摆接吻姿势，剧中女女告白。,有精确条目,8668,0.03494176372712146
熊熊勇闯异世界,kuma_kuma_kuma_bear_tv_2020,2020 TV,主线,局部,明显但未确认,否,否,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,无,异世界战斗、照护与贫困、儿童危险、服务性镜头、亲密关系未确认。,有精确条目,8673,0.09942143727161998
除魔维纳斯,venus_versus_virus_tv_2007,2007 TV,主线,主线,明显但未确认,否,否,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,副线,灵魂夺取、怪物猎杀、枪械与战斗伤害、人格失控、家庭死亡与复仇、强迫、牺牲及校园／家庭创伤。,有精确条目,8685,0.11818181818181818
侧车搭档,two_car_tv_2017,2017 TV,主线,重要副线,明显但未确认,否,否,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,副线,赛车风险、争执、支配／服从与 DV 玩笑、同意边界、男性告白竞争。,有精确条目,8701,0.09032943676939426
直至魔女消逝,aru_majo_ga_shinu_made_tv_2025,2025 TV,主线,缺席,非恋爱,否,否,否,是,所核未见,是,范围内版本,故事／角色页、可见宣传,副线,寿命诅咒、死亡与失去、收养与家庭秘密、魔法灾害、奇幻危险、危机中的强烈关切。,有精确条目,8729,0.011692307692307693
雷加利亚三圣星,regalia_the_three_sacred_stars_tv_2016,2016 TV,主线,局部,明显但未确认,否,否,是,是,所核未见,是,范围内版本,出版渠道、故事／角色页,未知,战争、机甲战斗、爆炸、角色死亡、控制、囚禁、强迫作战与家人救援。,有精确条目,8749,0.1253145445395068
悦楽的胤 THE ANIMATION,etsuraku_no_tane_ova_2015,2015 OVA,主线,主线,明确欲望,否,是,是,是,所核未见,所核未见,—,—,未知,成人向露骨性主题、触手寄生、身体控制、强迫与威胁、性暴力和同意边界问题。,有精确条目,8763,0.14715189873417722
社畜小姐想被幽灵幼女治愈。,shachiku_san_wa_youjo_yuurei_ni_iyasaretai_tv_2022,2022 TV,主线,局部,明显但未确认,否,否,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,未知,职场过劳；成年人与幽灵幼女的照护边界；幽灵与化猫的身世回忆；莉莉—仓桥的好感方向未确认。,有精确条目,8785,0.04965622612681436
立花馆恋爱三角铃,tachibanakan_to_lie_angle_tv_2018,2018 TV,主线,主线,明确欲望,否,是,是,是,是,是,范围内版本、原作,出版渠道、故事／角色页、可见宣传,未知,成人向裸露与性化呈现、偷窥和误入私密空间、女女后宫式追求、竞争与吃醋、喜剧化的身体接触与同意边界。,有精确条目,8790,0.15554488718194912
家里蹲吸血姬的苦闷,hikikomari_kyuuketsuki_tv_2023,2023 TV,主线,主线,明确欲望,否,是,是,是,所核未见,是,范围内版本,访谈／评论、故事／角色页、可见宣传,无,战争与恐怖袭击、血腥伤害、校园欺凌回忆、绑架、性骚扰式身体接触、泳装与裸露笑料、主从权力差。,有精确条目,8843,0.1504261690854642
京四郎和永远的天空,kyoushirou_to_towa_no_sora_tv_2007,2007 TV,重要副线,重要副线,明确交往,是,是,是,否,所核未见,是,范围内版本,故事／角色页、可见宣传,主导,战斗、能量吸取、命令与再调整、强制性亲密、性化呈现、末日风险。,有精确条目,8878,0.07286995515695067
sin 七大罪,sin_nanatsu_no_taizai_tv_2017,2017 TV,主线,主线,明确欲望,否,是,是,是,所核未见,是,范围内版本,故事／角色页、可见宣传,无,成人向性化、性骚扰与羞辱、恶魔契约、拘束与囚禁、心脏夺取、命令和牺牲、战斗伤害与死亡威胁,有精确条目,8912,0.07231920199501247
圣洁天使,ange_vierge_tv_2016,2016 TV,主线,主线,明确欲望,否,是,是,是,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,无,战斗伤害、封印与失控、吸血与身体接触、洗澡和轻度裸露、亲友对立、世界毁灭威胁。,有精确条目,8921,0.1154046997389034
