作品名称,女女关系层级,百合归档结论,女女恋爱位置,女女关系最高明确度,关系构成,身份依据类型,官方字面百合／GL,官方女女恋爱表述,官方来源层级,官方来源位置,阅读层级,男性恋爱线,内容提示,Bangumi 条目状态,Bangumi Rank,Bangumi 百合标记比例,Bangumi 维基百合公共标签,Anime-Planet GL 标签,AniList Yuri 相关度,MyAnimeList Girls Love 标签
熊熊勇闯异世界 Punch!,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实、强推断与读者解读分列,无,异世界战斗、绑架和营救、儿童角色的危险处境。,有可对应条目,8678,0.09357454772301933,有,无,0,无
熊熊勇闯异世界,主线,文类内百合,局部,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,异世界战斗、贫困与儿童危险、照护关系、能力与资源不对称、服务性镜头。,有可对应条目,8682,0.0991045682197602,有,无,0,无
除魔维纳斯,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,副线,灵魂夺取、怪物猎杀、枪械与战斗伤害、人格失控、家庭死亡与复仇、强迫、牺牲及校园／家庭创伤。,有可对应条目,8697,0.11796733212341198,有,无,0,无
侧车搭档,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,副线，指向棚桥教练,赛车风险、争执、支配／服从与 DV 玩笑、同意边界、男性告白竞争。,有可对应条目,8723,0.09023354564755838,有,无,0,无
直至魔女消逝,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,副线,寿命诅咒、死亡与失去、收养与家庭秘密、魔法灾害、奇幻危险、危机中的强烈关切。,有可对应条目,8740,0.011667894866126259,无,无,40,无
雷加利亚三圣星,主线,文类内百合,局部,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,是,范围内版本,出版渠道、故事／角色页,正篇事实／强推断,无,战争、机甲战斗、爆炸、角色死亡、控制、囚禁、强迫作战与家人救援。,有可对应条目,8770,0.1253145445395068,有,无,0,无
立花馆恋爱三角铃,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,是,是,范围内版本、原作,出版渠道、故事／角色页、可见宣传,正篇事实／强推断,无,裸露、性化身体笑料、偷窥、未经同意的身体接触、后宫式争夺、年龄与权力差异,有可对应条目,8780,0.15535372848948376,有,有,93,有
悦楽的胤 THE ANIMATION,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,—,—,正篇事实／强推断,无,成人向露骨性主题、触手寄生、身体控制、强迫、威胁、性暴力与同意边界问题。,有可对应条目,8782,0.14715189873417722,有,无可对应条目,60,无
社畜小姐想被幽灵幼女治愈。,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实＋强推断,无,职场过劳；成年人与幼女形象幽灵之间的亲子式照护；幽灵、化猫的死亡与孤独回忆；仓桥—莉莉的主人／女仆语境。,有可对应条目,8809,0.04956157072054899,有,无,0,无
家里蹲吸血姬的苦闷,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,访谈／评论、故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,战争与恐怖袭击、血腥伤害、校园欺凌回忆、绑架、性骚扰式身体接触、泳装与裸露笑料、主从权力差。,有可对应条目,8851,0.15071111790793698,有,无,84,无
京四郎和永远的天空,重要副线,非百合,重要副线,明确女女交往关系,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,主导,战斗、能量吸取、命令与再调整、强制性亲密、性化呈现、末日风险。,有可对应条目,8896,0.07399103139013453,有,无,0,无
sin 七大罪,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,成人向性化、性骚扰与羞辱、恶魔契约、拘束与囚禁、心脏夺取、命令和牺牲、战斗伤害与死亡威胁。,有可对应条目,8910,0.07272275999007198,有,无,86,无
圣洁天使,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,战斗伤害、封印与失控、吸血与身体接触、洗澡和轻度裸露、亲友对立、世界毁灭威胁。,有可对应条目,8926,0.11504424778761062,有,无,68,无
舰队Collection,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,海战、舰娘受伤与沉没、同伴失踪与哀伤。,有可对应条目,9010,0.0672129332299856,有,无,0,无
新人炼金术师的店铺经营,主线,文类外百合阅读,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,—,—,正篇事实＋强推断＋读者解读,无（另有非互惠的强制婚事冲突）,孤儿经历与双亲死亡、魔物战斗与受伤、债务压力、强制婚事安排；日文字幕文字复核，未作画面复核。,有可对应条目,9015,0.13361032145200089,有,无,50,无
神田川JET GIRLS,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,访谈／评论、故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,泳装、湿身、身体暴露、破衣与服务性演出，成人笑料和性化台词，水枪碰撞及竞技受伤风险,有可对应条目,9044,0.1069182389937107,有,无,74,无
声优广播的台前幕后,主线,文类外百合阅读,主线,潜在恋爱,单一主要关系记录,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页,正篇事实＋强推断＋读者解读,无,职场压力、身份暴露风险、网络围攻、事业暂停风险，以及身体距离和模拟告白笑料。,有可对应条目,9056,0.13372093023255813,有,无,66,无
腼腆英雄 东京夺还篇,主线,文类外百合阅读,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本、原作,访谈／评论、故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,战斗伤害、城市灾难、家庭创伤、反派操控和失去,有可对应条目,9096,0.08745684695051784,无,无,0,无
黑狐,主线,非百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,家族遇袭与死亡、复仇、实验控制与电子项圈、枪械和忍者战斗、年轻角色处于危险行动。,有可对应条目,9110,0.07191568505889646,有,无,0,无
魔法少女网站,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实、强推断、读者解读,副线,长期霸凌与家暴、死亡意念与自伤、性暴力威胁、血腥杀伤、操纵与洗脑。,有可对应条目,9116,0.08300543376428705,无,无,57,无
绽放的阿尔斯诺特利亚,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,魔法实验、虫害、受伤、骑士暴力、后半段黑暗惊悚与未解世界观危机。,有可对应条目,9118,0.07335907335907337,有,无,0,无
战斗女子高校,主线,文类内百合,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,故事／角色页,正篇事实、读者解读,无,战斗与受伤、世界毁灭与失亲、自责、以喜剧处理的偷拍欲望和越界身体接近,有可对应条目,9171,0.0936007640878701,有,无,0,无
莱莎的炼金工房 ～常暗女王与秘密藏身处～,重要副线,文类外百合阅读,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,副线,奇幻战斗、怪物与受伤、家庭与商队压力、遗迹风险和炼金事故。,有可对应条目,9191,0.04196709188389721,有,无,0,无
浦和小调,主线,文类外百合阅读,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,—,—,正篇事实／读者解读,无,校园喜剧中的夸张玩笑,有可对应条目,9199,0.07676490747087046,有,无,0,无
天空侵犯,重要副线,文类外百合阅读,重要副线,明确女女恋爱欲望,单一主要关系记录,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,可见宣传,正篇事实、强推断、读者解读,副线,高处坠落、枪击、血腥战斗、精神控制、自杀风险、角色死亡与强烈关系依赖。,有可对应条目,9200,0.06116207951070336,无,无,0,无
谋杀之谜：亡者的秘密,主线,文类内百合,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,丧尸暴力、谋杀与尸体、封闭空间猜疑、强制投票、自伤痕迹、感染风险、人体实验威胁与遗弃。,有可对应条目,9240,0.07464607464607464,无,无,0,无
雨色可可 side G,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,HTML 元数据、故事／角色页,正篇事实＋读者解读,无,轻度家庭冲突、失落与误会。,有可对应条目,9256,0.11959654178674352,有,无,无可对应条目,无
公主连结 Re:Dive 第二季,主线,文类外百合阅读,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,战斗伤害、强制操控、背叛、身份与家园危机。,有可对应条目,9331,0.018449120784087635,无,无,0,无
腼腆英雄,重要副线,文类外百合阅读,局部,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本、原作,访谈／评论、故事／角色页,正篇事实／强推断／读者解读,无,超级英雄战斗、火灾与伤害、亲人死亡、贫困、母女告别、幸存者内疚、操控与情绪失控。,有可对应条目,9346,0.07082371054657428,有,无,0,无
身为VTuber的我因为忘记关台而成了传说,重要副线,文类外百合阅读,重要副线,明确女女恋爱欲望,多组异质关系,官方身份设定,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,酒精、性暗示、露骨玩笑、网络骚扰、隐私暴露与夸张迷恋。,有可对应条目,9354,0.0669671603348358,有,无,70,无
